"","Zurich","Large_Spot","Spot_Dist","Activity","Evolution","Prev_Activity","Complex","This_Pass","Area"
"535",6,5,4,1,2,1,2,1,1
"536",3,4,2,1,3,1,2,2,1
"537",2,4,3,1,3,1,1,2,1
"538",6,5,4,1,2,1,1,1,1
"539",5,1,2,1,1,1,2,2,1
"540",6,4,4,1,1,1,2,2,1
"541",6,5,4,2,3,1,2,2,1
"542",4,5,2,2,2,1,2,2,1
"543",6,5,4,1,3,1,1,1,1
"544",3,4,2,1,2,1,2,2,1
"545",6,4,4,1,2,1,2,1,1
"546",3,1,3,1,2,1,2,2,1
"547",6,4,4,1,1,1,1,2,1
"548",1,6,3,1,2,1,1,2,1
"549",6,5,4,1,2,1,2,1,1
"550",6,5,4,1,2,1,2,2,1
"551",4,5,2,2,2,1,2,2,1
"552",2,5,3,2,2,1,1,2,1
"553",2,4,3,1,1,1,2,2,1
"554",6,5,4,1,2,1,2,1,1
"555",1,6,3,1,3,1,1,2,1
"556",6,5,4,1,3,1,1,1,1
"557",6,5,4,1,2,1,2,2,1
"558",3,1,2,2,2,1,2,2,1
"559",6,5,4,1,2,1,1,2,1
"560",1,6,3,1,2,1,2,2,1
"561",6,5,4,1,2,1,2,1,1
"562",2,4,3,1,3,1,1,2,1
"563",3,5,3,2,3,1,2,2,1
"564",3,2,3,1,3,1,1,2,1
"565",3,4,3,1,3,1,1,2,1
"566",2,5,3,1,2,1,1,2,1
"567",6,5,4,1,2,1,2,2,1
"568",3,1,2,1,2,1,2,2,1
"569",6,5,4,1,2,1,1,2,1
"570",6,4,4,1,2,1,2,1,1
"571",2,5,3,1,3,1,2,2,1
"572",2,5,2,1,3,1,1,2,1
"573",6,4,4,1,2,1,1,2,1
"574",2,5,3,1,3,1,1,2,1
"575",6,5,4,1,2,1,2,2,1
"576",3,1,3,1,3,1,2,2,1
"577",6,5,4,1,2,1,1,2,1
"578",6,4,4,1,3,1,2,1,1
"579",1,6,3,1,3,1,1,2,1
"580",2,5,3,1,2,1,2,2,1
"581",2,5,3,1,2,1,1,2,1
"582",2,4,3,1,3,1,1,2,1
"583",2,5,3,1,1,1,1,2,1
"584",1,6,3,1,3,1,1,2,1
"585",2,5,3,1,2,1,1,2,1
"586",3,1,2,1,3,1,2,2,1
"587",6,5,4,1,2,1,1,2,1
"588",6,5,4,1,3,1,2,1,1
"589",2,5,3,1,3,1,1,2,1
"590",2,5,3,1,3,1,2,2,1
"591",6,5,4,1,3,1,1,2,1
"592",2,4,3,1,2,1,1,2,1
"593",3,5,3,1,3,1,1,2,1
"594",6,5,4,2,3,1,1,2,1
"595",6,5,4,1,3,1,1,2,1
"596",3,1,3,1,2,1,2,2,1
"597",6,5,4,1,2,1,1,2,1
"598",6,5,4,1,2,1,2,1,1
"599",3,5,2,1,3,1,1,2,1
"600",3,1,2,2,2,1,2,2,1
"601",5,5,3,2,2,1,1,2,1
"602",6,4,4,1,2,1,1,2,1
"603",2,4,2,1,2,1,1,2,1
"604",6,5,4,1,2,1,1,2,1
"605",6,5,4,1,2,1,1,2,1
"606",3,1,3,1,3,1,2,2,1
"607",3,1,2,2,2,1,2,2,1
"608",3,5,3,2,2,3,2,2,1
"609",5,2,3,1,2,1,1,2,1
"610",2,4,3,1,3,1,1,2,1
"611",3,4,2,1,3,1,1,2,1
"612",2,5,3,1,2,1,1,2,1
"613",6,4,4,1,2,1,1,2,1
"614",6,4,4,1,3,1,1,1,1
"615",3,5,3,1,3,1,1,2,1
"616",3,5,2,1,1,1,2,2,1
"617",2,4,2,1,2,1,2,2,1
"618",2,5,3,1,3,1,1,2,1
"619",1,6,2,2,2,1,2,2,1
"620",6,5,4,1,3,1,1,2,1
"621",1,6,3,1,3,1,1,2,1
"622",2,5,2,1,3,1,1,2,1
"623",6,4,4,2,1,1,2,2,1
"624",2,5,3,1,2,1,2,2,1
"625",6,5,4,1,2,1,1,2,1
"626",1,6,2,1,2,1,2,2,1
"627",2,5,3,1,2,1,1,2,1
"628",1,6,3,1,3,1,1,2,1
"629",3,1,3,1,3,1,1,2,1
"630",2,5,3,1,2,1,1,2,1
"631",1,6,3,1,3,1,1,2,1
"632",2,5,3,2,2,1,2,2,1
"633",2,5,2,1,3,1,1,2,1
"634",2,4,3,1,2,1,2,2,1
"635",2,5,3,1,3,1,1,2,1
"636",3,1,2,1,2,1,1,2,1
"637",4,1,2,1,3,1,1,2,1
"638",6,4,4,1,3,1,1,2,1
"639",2,4,3,1,3,1,1,2,1
"640",6,5,4,1,1,1,2,2,1
"641",3,5,3,1,2,1,1,2,1
"642",2,5,3,2,3,1,2,2,1
"643",2,5,3,1,3,1,1,2,1
"644",3,1,3,1,2,1,2,2,1
"645",5,5,2,1,3,1,2,2,1
"646",3,1,2,1,2,1,1,2,1
"647",2,4,3,1,3,1,1,2,1
"648",3,1,2,1,3,1,1,2,1
"649",4,5,3,1,3,1,1,2,1
"650",6,5,4,1,2,1,2,2,1
"651",2,5,3,1,2,1,1,2,1
"652",6,5,4,1,1,1,1,2,1
"653",2,5,3,1,3,1,2,2,1
"654",5,5,2,1,3,1,2,2,1
"655",3,4,3,1,2,1,2,2,1
"656",3,1,2,2,3,1,2,2,1
"657",3,4,1,2,3,1,1,2,1
"658",6,3,4,1,3,1,1,1,1
"659",2,4,3,1,2,1,1,2,1
"660",6,5,4,1,2,1,1,2,1
"661",6,1,4,1,1,1,2,2,1
"662",5,5,2,2,2,1,2,2,1
"663",1,6,3,1,2,1,2,2,1
"664",3,5,2,1,2,1,2,2,1
"665",4,2,1,2,3,1,2,2,1
"666",1,6,3,1,2,1,1,2,1
"667",2,2,3,1,3,1,2,2,1
"668",1,6,3,1,3,1,1,2,1
"669",6,4,4,1,2,1,1,2,1
"670",6,4,4,1,3,1,2,2,1
"671",5,4,2,1,2,1,2,2,1
"672",6,5,4,1,1,1,2,2,1
"673",3,1,2,1,3,1,2,2,1
"674",4,3,2,2,3,1,2,2,2
"675",5,2,3,1,2,1,2,2,1
"676",1,6,3,1,3,1,1,2,1
"677",6,4,4,1,2,1,1,2,1
"678",1,6,3,1,2,1,2,2,1
"679",3,1,2,1,2,1,2,2,1
"680",5,3,2,1,2,1,2,2,1
"681",4,2,3,2,2,1,2,2,1
"682",1,6,2,1,3,1,1,2,1
"683",6,5,4,1,2,1,2,1,1
"684",6,4,4,1,2,1,1,2,1
"685",1,6,3,1,1,1,2,2,1
"686",3,5,2,2,2,1,2,2,1
"687",4,3,2,2,2,1,2,2,1
"688",5,2,3,1,3,1,2,2,1
"689",2,4,3,1,3,1,1,2,1
"690",2,5,3,1,3,1,2,2,1
"691",6,4,4,1,1,1,2,2,1
"692",1,6,2,1,1,1,2,2,1
"693",5,3,2,1,2,1,2,2,1
"694",3,2,2,2,3,1,2,2,1
"695",2,4,3,1,2,1,1,2,1
"696",6,5,4,1,3,1,2,2,1
"697",6,4,4,1,2,1,1,2,1
"698",1,6,3,1,3,1,1,2,1
"699",6,5,4,1,3,1,1,1,1
"700",6,4,4,1,3,1,2,2,1
"701",5,1,2,2,3,1,2,2,2
"702",4,2,2,1,3,1,2,2,1
"703",6,5,4,1,2,1,2,2,1
"704",6,4,4,1,2,1,1,2,1
"705",6,5,4,1,3,1,1,1,1
"706",6,4,4,1,3,1,2,2,1
"707",5,1,2,2,3,1,2,2,1
"708",4,2,2,1,3,1,2,2,1
"709",6,5,4,1,3,1,2,2,1
"710",6,4,4,1,3,1,1,2,1
"711",6,5,4,1,3,1,1,1,1
"712",1,6,3,1,3,1,1,2,1
"713",5,1,2,2,2,3,2,2,1
"714",4,2,3,2,2,2,2,2,1
"715",6,5,4,1,2,1,2,2,1
"716",6,4,4,1,2,1,1,2,1
"717",2,5,2,1,3,1,1,2,1
"718",5,1,2,1,2,1,2,2,1
"719",4,2,3,2,2,1,2,2,1
"720",6,5,4,1,3,1,2,2,1
"721",6,4,4,1,3,1,1,2,1
"722",3,5,2,1,3,1,1,2,1
"723",5,1,2,1,2,1,2,2,1
"724",4,1,3,1,2,1,2,2,1
"725",6,5,4,1,3,1,2,2,1
"726",3,5,2,1,3,1,2,2,1
"727",2,4,3,1,2,1,1,2,1
"728",1,6,3,1,3,1,1,2,1
"729",5,1,2,2,2,1,2,2,1
"730",6,5,4,1,3,1,2,2,1
"731",3,1,3,1,3,1,2,2,1
"732",1,6,3,1,3,1,1,2,1
"733",1,6,3,1,2,1,1,2,1
"734",1,6,3,1,2,1,1,2,1
"735",1,6,2,1,3,1,1,2,1
"736",4,5,3,1,1,1,2,2,1
"737",3,1,2,1,3,1,2,2,1
"738",6,4,4,1,3,1,1,2,1
"739",2,4,3,1,3,1,1,2,1
"740",1,6,3,1,3,1,1,2,1
"741",6,5,4,1,2,1,2,1,1
"742",6,4,4,2,2,1,2,2,1
"743",2,5,3,1,3,1,1,2,1
"744",3,1,2,1,3,1,2,2,1
"745",6,4,4,1,2,1,1,2,1
"746",1,6,3,1,2,1,1,2,1
"747",2,4,3,1,2,1,1,2,1
"748",6,5,4,1,2,1,2,1,1
"749",1,6,2,1,3,1,1,2,1
"750",6,5,4,1,2,1,1,1,1
"751",6,1,4,1,2,1,1,2,1
"752",2,1,3,1,2,1,2,2,1
"753",1,6,3,1,3,1,1,2,1
"754",1,6,2,1,3,1,1,2,1
"755",1,6,3,1,3,1,1,2,1
"756",6,5,4,1,3,1,2,1,1
"757",2,4,3,1,3,1,1,2,1
"758",2,5,3,1,3,1,1,2,1
"759",6,1,4,1,3,1,1,2,1
"760",4,1,3,1,3,1,2,2,1
"761",1,6,3,1,3,1,1,2,1
"762",6,5,4,1,2,1,2,1,1
"763",2,4,3,1,2,1,1,2,1
"764",6,5,4,1,3,1,1,2,1
"765",2,1,3,1,2,1,2,2,1
"766",2,4,3,1,3,1,1,2,1
"767",6,5,4,1,2,1,2,1,1
"768",6,4,4,1,1,1,1,2,1
"769",6,5,4,1,1,1,1,2,1
"770",2,5,2,1,3,1,1,2,1
"771",6,1,4,1,3,1,2,1,1
"772",1,6,2,1,2,1,1,2,1
"773",6,5,4,1,2,1,1,2,1
"774",1,6,3,2,2,1,2,2,1
"775",2,5,3,1,2,1,1,2,1
"776",2,1,3,1,3,1,2,2,1
"777",1,6,3,2,2,1,1,2,1
"778",6,5,4,1,2,1,1,2,1
"779",6,4,4,1,2,1,1,2,1
"780",2,4,3,1,3,1,1,2,1
"781",1,6,3,1,3,1,1,2,1
"782",2,5,3,2,2,1,1,2,1
"783",6,1,4,1,2,1,2,2,1
"784",1,6,3,1,1,1,1,2,1
"785",6,5,4,1,2,1,1,2,1
"786",1,6,3,1,3,1,1,2,1
"787",6,4,4,1,2,1,1,2,1
"788",2,4,3,1,2,1,1,2,1
"789",6,1,4,1,2,1,2,2,1
"790",6,2,4,1,3,1,1,2,1
"791",1,6,3,1,1,1,1,2,1
"792",6,4,4,1,1,1,1,2,1
"793",6,5,4,1,2,1,1,2,1
"794",2,4,3,1,3,1,1,2,1
"795",6,1,4,1,3,1,2,2,1
"796",6,2,4,1,2,1,1,2,1
"797",1,6,3,1,3,1,1,2,1
"798",6,5,4,1,2,1,1,2,1
"799",2,4,3,1,2,1,1,2,1
"800",1,6,3,1,1,1,2,2,1
"801",6,5,4,1,2,1,1,2,1
"802",2,5,3,2,2,1,1,2,1
"803",1,6,3,1,3,1,1,2,1
"804",2,5,3,1,2,1,1,2,1
"805",1,6,3,1,2,1,2,2,1
"806",6,5,4,1,3,1,1,2,1
"807",2,5,3,2,3,1,1,2,1
"808",1,6,3,2,3,1,1,2,1
"809",2,5,3,1,3,1,1,2,1
"810",1,6,3,1,2,1,1,2,1
"811",6,5,4,1,3,1,1,1,1
"812",6,1,4,1,3,1,1,1,1
"813",6,1,4,1,3,1,1,1,1
"814",6,1,4,1,2,1,1,1,1
"815",6,1,4,1,2,1,1,1,1
"816",6,5,4,1,3,1,1,2,1
"817",3,1,2,1,3,1,2,2,1
"818",6,5,4,1,2,1,1,2,1
"819",3,4,3,1,2,1,1,2,1
"820",3,1,2,1,3,1,1,2,1
"821",2,1,3,1,3,1,1,2,1
"822",6,5,4,1,2,1,1,1,1
"823",6,5,4,1,2,1,1,1,1
"824",2,5,3,1,3,1,1,2,1
"825",1,6,3,1,3,1,1,2,1
"826",6,5,4,1,2,1,1,1,1
"827",6,5,4,1,3,1,1,2,1
"828",3,1,2,1,3,1,2,2,1
"829",6,5,4,1,2,1,1,2,1
"830",3,4,3,1,3,1,1,2,1
"831",3,1,2,1,3,1,2,2,1
"832",2,1,3,1,3,1,1,2,1
"833",6,5,4,1,2,1,1,1,1
"834",6,5,4,1,2,1,1,1,1
"835",6,5,4,1,2,1,1,2,1
"836",6,5,4,1,3,1,1,1,1
"837",3,2,3,1,3,1,2,2,1
"838",6,5,4,1,2,1,1,2,1
"839",2,4,3,2,2,1,1,2,1
"840",3,5,3,2,2,2,2,2,1
"841",2,4,3,1,2,1,1,2,1
"842",6,5,4,1,3,1,1,1,1
"843",6,5,4,1,3,1,1,1,1
"844",2,5,3,1,3,1,1,2,1
"845",5,1,2,1,3,1,1,2,1
"846",4,5,3,1,2,1,2,2,1
"847",6,5,4,1,2,1,1,2,1
"848",3,4,3,1,2,1,1,2,1
"849",2,5,3,2,2,3,2,2,1
"850",6,5,4,1,1,1,1,2,1
"851",3,5,3,1,1,1,1,2,1
"852",2,5,3,1,3,1,1,2,1
"853",3,1,2,2,3,1,1,2,1
"854",2,1,3,1,3,1,2,2,1
"855",6,5,4,1,2,1,2,1,1
"856",6,5,4,1,2,1,1,2,1
"857",2,4,3,1,2,1,1,2,1
"858",6,5,4,1,1,2,2,2,1
"859",2,5,3,1,3,1,1,2,1
"860",2,5,3,1,3,1,1,2,1
"861",3,3,2,2,3,1,2,2,1
"862",4,1,2,1,3,1,2,2,1
"863",6,5,4,1,2,1,2,1,1
"864",2,4,3,1,3,1,1,2,1
"865",6,5,4,1,3,1,1,2,1
"866",2,4,3,1,2,1,1,2,1
"867",6,5,4,1,3,1,2,2,1
"868",2,5,3,1,2,1,1,2,1
"869",2,5,3,1,2,1,1,2,1
"870",3,3,2,2,3,1,2,2,1
"871",4,1,2,1,2,1,2,2,1
"872",6,5,4,1,3,1,2,1,1
"873",2,4,3,1,3,1,1,2,1
"874",1,6,3,1,3,1,1,2,1
"875",1,6,3,1,2,1,1,2,1
"876",6,5,4,1,2,1,1,2,1
"877",6,4,4,1,1,1,1,2,1
"878",6,5,4,1,2,1,2,2,1
"879",6,5,4,1,1,1,1,2,1
"880",6,5,4,1,2,1,1,2,1
"881",3,1,2,2,2,1,2,2,1
"882",3,5,2,2,3,1,2,2,1
"883",6,5,4,1,2,1,2,1,1
"884",2,4,3,1,2,1,1,2,1
"885",3,4,3,1,3,1,1,2,1
"886",3,5,3,1,3,1,1,2,1
"887",6,5,4,1,2,1,2,2,1
"888",6,5,4,1,2,1,1,2,1
"889",6,5,4,1,1,1,1,2,1
"890",3,5,3,1,2,1,2,2,1
"891",3,5,3,1,2,1,2,2,1
"892",6,5,4,1,2,1,2,1,1
"893",3,5,3,1,3,1,1,2,1
"894",4,5,3,2,3,3,1,2,1
"895",1,6,3,1,3,1,1,2,1
"896",6,5,4,1,3,1,2,2,1
"897",6,5,4,1,2,1,1,2,1
"898",6,5,4,1,2,1,1,2,1
"899",3,3,2,2,2,1,2,2,1
"900",2,5,3,1,2,1,2,2,1
"901",6,5,4,1,3,1,2,1,1
"902",1,6,3,1,3,1,1,2,1
"903",3,1,2,1,3,1,1,2,1
"904",2,5,3,2,2,2,1,2,1
"905",3,4,3,1,3,1,1,2,1
"906",6,5,4,1,2,1,2,2,1
"907",6,5,4,1,2,1,1,2,1
"908",6,5,4,1,3,1,1,2,1
"909",3,3,2,2,2,1,2,2,1
"910",2,5,3,1,2,1,2,2,1
"911",6,5,4,1,3,1,2,1,1
"912",1,6,3,1,1,1,1,2,1
"913",3,1,2,1,3,1,2,2,1
"914",2,5,3,1,2,1,1,2,1
"915",3,4,3,1,3,1,1,2,1
"916",6,5,4,1,2,1,2,2,1
"917",6,5,4,1,2,1,1,2,1
"918",4,1,3,1,2,1,2,2,1
"919",2,5,3,1,1,1,2,2,1
"920",6,5,4,1,3,1,2,1,1
"921",6,4,4,1,2,1,1,2,1
"922",4,1,1,2,2,1,2,2,1
"923",3,1,2,1,3,1,1,2,1
"924",3,1,2,1,3,1,1,2,1
"925",4,5,2,1,3,1,1,2,1
"926",3,5,2,1,3,1,1,2,1
"927",6,5,4,1,2,1,1,2,1
"928",2,1,3,2,2,3,2,2,1
"929",2,5,3,1,3,1,2,2,1
"930",6,5,4,1,2,1,2,1,1
"931",6,4,4,1,3,1,1,2,1
"932",4,1,2,1,2,1,2,2,1
"933",3,3,2,1,3,1,2,2,1
"934",3,1,3,1,3,1,2,2,1
"935",4,3,2,1,3,1,2,2,2
"936",3,3,2,1,3,1,2,2,1
"937",6,4,4,1,3,1,1,2,1
"938",6,5,4,1,3,1,1,1,1
"939",2,1,3,1,2,1,2,2,1
"940",2,5,3,1,2,1,2,2,1
"941",6,5,4,1,3,1,2,1,1
"942",3,3,2,2,2,1,2,2,1
"943",1,6,3,1,2,1,2,2,1
"944",4,3,2,1,2,1,2,2,1
"945",3,3,2,1,3,1,2,2,1
"946",6,4,4,1,3,1,1,2,1
"947",6,5,4,1,3,1,1,1,1
"948",6,5,4,1,1,1,2,2,1
"949",6,5,4,1,3,1,2,1,1
"950",3,1,2,1,2,1,2,2,1
"951",5,3,1,1,2,1,2,2,2
"952",4,3,1,2,3,1,2,2,2
"953",3,1,2,1,3,1,1,2,1
"954",2,4,3,1,3,1,1,2,1
"955",6,4,4,1,2,1,1,2,1
"956",1,6,3,1,3,1,1,2,1
"957",6,5,4,1,2,1,2,1,1
"958",3,1,2,1,2,1,2,2,1
"959",4,3,1,2,2,3,2,2,2
"960",5,3,1,1,3,1,2,2,2
"961",3,3,1,2,3,1,2,2,2
"962",2,5,2,1,2,1,1,2,1
"963",6,5,4,1,3,1,1,2,1
"964",3,1,2,1,3,1,1,2,1
"965",3,5,3,1,3,1,1,2,1
"966",6,5,4,1,2,1,1,1,1
"967",1,6,3,1,3,1,1,2,1
"968",6,5,4,1,2,1,2,1,1
"969",3,5,3,1,1,1,2,2,1
"970",4,3,1,2,3,3,2,2,2
"971",5,3,2,1,2,1,2,2,2
"972",4,3,1,2,3,3,2,2,2
"973",2,4,2,1,2,1,1,2,1
"974",1,5,3,1,3,1,1,2,1
"975",3,1,3,1,3,1,2,2,1
"976",2,4,3,1,3,1,1,2,1
"977",6,5,4,1,3,1,1,1,1
"978",2,4,3,1,2,1,1,2,1
"979",6,5,4,1,2,1,2,1,1
"980",6,5,4,2,2,1,2,2,1
"981",4,3,1,2,2,3,2,2,2
"982",4,3,2,1,3,1,2,2,2
"983",4,3,1,2,2,3,2,2,2
"984",1,5,3,1,2,1,1,2,1
"985",4,1,2,1,3,1,2,2,1
"986",3,4,2,1,3,1,1,2,1
"987",6,5,4,1,2,1,1,1,1
"988",2,4,3,1,3,1,1,2,1
"989",6,5,4,1,3,1,2,2,1
"990",4,3,1,2,2,2,2,2,2
"991",4,1,2,1,2,1,2,2,1
"992",6,5,4,1,2,1,1,2,1
"993",4,1,3,2,2,1,2,2,1
"994",3,4,2,1,3,1,2,2,1
"995",6,5,4,1,2,1,1,1,1
"996",6,4,4,1,3,1,1,2,1
"997",3,5,3,1,3,1,1,2,1
"998",6,4,4,1,2,1,1,1,1
"999",4,3,1,2,2,2,2,2,2
"1000",5,5,2,2,2,1,2,2,1
"1001",3,5,2,1,3,1,1,2,1
"1002",6,5,4,1,3,1,1,2,1
"1003",3,5,3,1,3,1,2,2,1
"1004",3,1,2,1,2,1,2,2,1
"1005",6,1,4,1,3,1,1,1,1
"1006",3,5,3,1,2,1,1,2,1
"1007",6,5,4,1,2,1,1,1,1
"1008",2,5,3,1,3,1,1,2,1
"1009",6,5,4,1,2,1,2,1,1
"1010",4,3,1,2,3,1,2,2,2
"1011",5,1,2,2,2,1,2,2,1
"1012",2,5,3,1,2,1,2,2,1
"1013",3,1,2,1,2,1,2,2,1
"1014",6,1,4,1,2,1,1,1,1
"1015",1,6,3,1,3,1,1,2,1
"1016",6,5,4,1,3,1,1,1,1
"1017",3,1,3,1,3,1,1,2,1
"1018",3,2,3,1,3,1,2,2,1
"1019",3,5,3,1,3,1,1,2,1
"1020",4,3,1,2,2,1,2,2,1
"1021",5,1,2,1,2,1,2,2,1
"1022",2,5,3,1,2,1,2,2,1
"1023",3,1,2,1,1,1,2,2,1
"1024",6,1,4,1,2,1,1,1,1
"1025",6,5,4,1,2,1,1,1,1
"1026",3,1,3,1,2,1,1,2,1
"1027",3,2,3,1,3,1,2,2,1
"1028",3,5,3,1,3,1,1,2,1
"1029",6,5,4,1,1,1,2,2,1
"1030",5,5,2,1,3,1,2,2,1
"1031",6,5,4,1,3,1,1,1,1
"1032",1,6,2,1,2,1,1,2,1
"1033",3,2,3,1,2,1,2,2,1
"1034",3,4,3,1,3,1,1,2,1
"1035",3,1,2,2,3,2,1,2,1
"1036",6,5,4,1,2,1,1,1,1
"1037",2,4,3,1,3,1,1,2,1
"1038",2,4,3,1,2,1,1,2,1
"1039",3,2,3,1,2,1,2,2,1
"1040",2,5,3,1,2,1,1,2,1
"1041",4,1,2,1,2,1,2,2,1
"1042",6,5,4,1,2,1,1,1,1
"1043",2,5,3,1,3,1,1,2,1
"1044",6,5,4,1,2,1,1,2,1
"1045",3,5,3,1,3,1,2,2,1
"1046",1,6,3,1,1,1,1,2,1
"1047",4,1,3,1,2,1,2,2,1
"1048",6,5,4,1,3,1,1,1,1
"1049",6,5,4,1,3,1,1,1,1
"1050",6,5,4,1,2,1,1,2,1
"1051",6,5,4,1,2,1,1,2,1
"1052",3,2,3,1,3,1,2,2,1
"1053",4,1,2,2,2,1,2,2,1
"1054",3,5,3,1,3,1,1,2,1
"1055",6,5,4,1,1,1,1,1,1
"1056",6,5,4,1,2,1,1,2,1
"1057",6,5,4,1,2,1,1,2,1
"1058",3,5,3,1,2,1,2,2,1
"1059",6,5,4,1,2,2,2,2,1
"1060",6,5,4,2,2,1,1,2,1
"1061",3,4,3,1,3,1,1,2,1
"1062",6,5,4,1,2,1,1,1,1
"1063",6,5,4,2,2,1,1,2,1
"1064",2,5,3,1,2,1,2,2,1
"1065",6,4,4,1,2,1,1,2,1
"1066",1,6,3,1,1,1,1,2,1
